Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     87.85     0.00        1     0.00     0.00  jiAssign_1(sleftv*, sleftv*)
  0.00     87.85     0.00        1     0.00     0.00  jjCALL1ARG(sleftv*, sleftv*)
  0.00     87.85     0.00        1     0.00     0.00  iiCheckNest()
  0.00     87.85     0.00        1     0.00     0.00  rRenameVars(ip_sring*)
  0.00     87.85     0.00        1     0.00     0.00  rCheckOrdSgn(ip_sring*, int)
  0.00     87.85     0.00        1     0.00     0.00  rO_LexVars_neg(int&, int&, int, int, int&, long*, int*, int, int)
  0.00     87.85     0.00        1     0.00     0.00  fe_fgets_stdin_init(char const*, char*, int)
  0.00     87.85     0.00        1     0.00    87.69  jjSTD(sleftv*, sleftv*)
  0.00     87.85     0.00        1     0.00     0.00  jiA_IDEAL(sleftv*, sleftv*, _ssubexpr*)
  0.00     87.85     0.00        1     0.00     0.00  jjMINUS_P(sleftv*, sleftv*, sleftv*)
  0.00     87.85     0.00        1     0.00     0.00  CFSwitches::CFSwitches()
  0.00     87.85     0.00        1     0.00     0.00  skStrategy::skStrategy()
  0.00     87.85     0.00        1     0.00     0.00  skStrategy::~skStrategy()
  0.00     87.85     0.00        1     0.00     0.00  sleftv::RingDependend()
  0.00     87.85     0.00        1     0.00     0.00  sleftv::Print(sleftv*, int)
  0.00     87.85     0.00        1     0.00     0.00  sleftv::Attribute()
  0.00     87.85     0.00        1     0.00     0.00  sLObject::sLObject(ip_sring*)
  0.00     87.85     0.00        1     0.00     0.01  skeleton::common_initialization(unsigned long)
  0.00     87.85     0.00        1     0.00     0.00  skeleton::skeleton(unsigned long)
  0.00     87.85     0.00        1     0.00     0.00  skeleton::~skeleton()
  0.00     87.85     0.00        1     0.00     0.00  CFFactory::basic(long)
  0.00     87.85     0.00        1     0.00     0.00  proclevel::pop()
  0.00     87.85     0.00        1     0.00     0.00  proclevel::push(char*)
  0.00     87.85     0.00        1     0.00     0.00  std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_erase(std::_Rb_tree_node<ray>*)
  0.00     87.85     0.00        1     0.00     0.00  std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_erase(std::_Rb_tree_node<edge>*)
  0.00     87.85     0.00        1     0.00     0.00  _omAlloc
  0.00     87.85     0.00        1     0.00     0.00  _omAlloc
  0.00     87.85     0.00        1     0.00     0.00  _omIsBinPageAddr
  0.00     87.85     0.00        1     0.00     0.00  _omUnGetSpecBin
  0.00     87.85     0.00        1     0.00     0.00  fe_fgets
  0.00     87.85     0.00        1     0.00     0.00  omFindExec
  0.00     87.85     0.00        1     0.00     0.00  omFindExec_link
  0.00     87.85     0.00        1     0.00     0.00  omInitInfo
  0.00     87.85     0.00        1     0.00     0.00  p_Neg__FieldZp_LengthGeneral_OrdGeneral
  0.00     87.85     0.00        1     0.00     0.00  yylpwrap

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.01% of 87.85 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.8    0.00   87.70                 siInit(char*) [1]
                0.00   87.70       1/1           iiLibCmd(char*, int, int, int) [2]
                0.00    0.00       1/1           iiInitArithmetic() [114]
                0.00    0.00       1/1           slStandardInit() [123]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       1/2           nInitChar(n_coeffType, void*) [121]
                0.00    0.00       1/57          enterid(char const*, int, int, idrec**, int, int) [116]
                0.00    0.00       4/4           On(int) [686]
                0.00    0.00       2/2           nRegister(n_coeffType, int (*)(n_Procs_s*, void*)) [703]
                0.00    0.00       1/1           Off(int) [768]
                0.00    0.00       1/1           omInitInfo [159]
                0.00    0.00       1/1           initTimer() [777]
                0.00    0.00       1/1           initRTimer() [733]
                0.00    0.00       1/1           factoryseed(int) [738]
                0.00    0.00       1/1           feInitResources(char const*) [753]
                0.00    0.00       1/2           feSetOptValue(feOptIndex, int) [699]
-----------------------------------------------
                0.00   87.70       1/1           siInit(char*) [1]
[2]     99.8    0.00   87.70       1         iiLibCmd(char*, int, int, int) [2]
                0.00   87.70       1/1           iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [3]
                0.00    0.00       1/57          enterid(char const*, int, int, idrec**, int, int) [116]
                0.00    0.00       1/1           iiConvName(char const*) [730]
                0.00    0.00       1/3           feFopen(char const*, char const*, char*, short, short) [692]
                0.00    0.00       1/2           idrec::get(char const*, int) [705]
-----------------------------------------------
                0.00   87.70       1/1           iiLibCmd(char*, int, int, int) [2]
[3]     99.8    0.00   87.70       1         iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [3]
                0.00   87.70       1/1           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
                0.00    0.00       1/1           yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
                0.00    0.00       1/1           reinit_yylp() [742]
                0.00    0.00       1/2           idrec::get(char const*, int) [705]
-----------------------------------------------
                0.00   87.70       1/1           iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [3]
[4]     99.8    0.00   87.70       1         iiMake_proc(idrec*, sip_package*, sleftv*) [4]
                0.00   87.70       1/1           iiPStart(idrec*, sleftv*) [5]
                0.00    0.00       1/1           iiCheckNest() [126]
                0.00    0.00       1/1           proclevel::push(char*) [796]
                0.00    0.00       1/1           proclevel::pop() [795]
                0.00    0.00       1/1           packFindHdl(sip_package*) [740]
                0.00    0.00       1/2           iiCheckPack(sip_package*&) [696]
-----------------------------------------------
                0.00   87.70       1/1           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
[5]     99.8    0.00   87.70       1         iiPStart(idrec*, sleftv*) [5]
                0.00   87.70       1/1           iiAllStart(procinfo*, char*, feBufferTypes, int) [6]
                0.00    0.00       1/1           iiGetLibProcBuffer(procinfo*, int) [124]
                0.00    0.00       1/1           killlocals(int) [734]
-----------------------------------------------
                0.00   87.70       1/1           iiPStart(idrec*, sleftv*) [5]
[6]     99.8    0.00   87.70       1         iiAllStart(procinfo*, char*, feBufferTypes, int) [6]
                0.00   87.70       1/1           yyparse() [7]
                0.00    0.00       1/1           newBuffer(char*, feBufferTypes, procinfo*, int) [125]
                0.00    0.00       1/122         sleftv::CleanUp(ip_sring*) [647]
-----------------------------------------------
                0.00   87.70       1/1           iiAllStart(procinfo*, char*, feBufferTypes, int) [6]
[7]     99.8    0.00   87.70       1         yyparse() [7]
                0.00   87.69       2/2           iiExprArithM(sleftv*, sleftv*, int) [8]
                0.00    0.01      71/71          syMake(sleftv*, char const*, idrec*) [66]
                0.00    0.01       1/1           rInit(sleftv*, sleftv*, sleftv*) [72]
                0.00    0.00       2/2           iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00       2/2           iiDeclCommand(sleftv*, sleftv*, int, int, idrec**, int, int) [131]
                0.00    0.00       1/57          enterid(char const*, int, int, idrec**, int, int) [116]
                0.00    0.00     166/166         yylex(MYYSTYPE*) [645]
                0.00    0.00      50/50          iiExprArith2(sleftv*, sleftv*, int, sleftv*, int) [658]
                0.00    0.00       2/122         sleftv::CleanUp(ip_sring*) [647]
                0.00    0.00       1/3098        operator new(unsigned long) [634]
                0.00    0.00       1/1           rOrderName(char*) [737]
                0.00    0.00       1/1           rSetHdl(idrec*) [773]
                0.00    0.00       1/1           exitBuffer(feBufferTypes) [729]
                0.00    0.00       1/133         sleftv::Typ() [646]
                0.00    0.00       1/1           sleftv::Print(sleftv*, int) [790]
-----------------------------------------------
                0.00   87.69       2/2           yyparse() [7]
[8]     99.8    0.00   87.69       2         iiExprArithM(sleftv*, sleftv*, int) [8]
                0.00   87.69       1/1           iiExprArith1Tab(sleftv*, sleftv*, int, sValCmd1*, int, sConvertTypes*) [9]
                0.00    0.00       2/133         sleftv::Typ() [646]
                0.00    0.00       2/8           sleftv::listLength() [678]
                0.00    0.00       2/122         sleftv::CleanUp(ip_sring*) [647]
                0.00    0.00       1/52          check_valid(int, int) [655]
                0.00    0.00       1/1           iiExprArith1(sleftv*, sleftv*, int) [745]
                0.00    0.00       1/1           jjCALL1ARG(sleftv*, sleftv*) [780]
                0.00    0.00       1/1           jjSYSTEM(sleftv*, sleftv*) [775]
-----------------------------------------------
                0.00   87.69       1/1           iiExprArithM(sleftv*, sleftv*, int) [8]
[9]     99.8    0.00   87.69       1         iiExprArith1Tab(sleftv*, sleftv*, int, sValCmd1*, int, sConvertTypes*) [9]
                0.00   87.69       1/1           jjSTD(sleftv*, sleftv*) [10]
                0.00    0.00       1/52          check_valid(int, int) [655]
                0.00    0.00       1/122         sleftv::CleanUp(ip_sring*) [647]
-----------------------------------------------
                0.00   87.69       1/1           iiExprArith1Tab(sleftv*, sleftv*, int, sValCmd1*, int, sConvertTypes*) [9]
[10]    99.8    0.00   87.69       1         jjSTD(sleftv*, sleftv*) [10]
                0.00   87.69       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
                0.00    0.00       1/1           idSkipZeroes(sip_sideal*) [132]
                0.00    0.00       1/6           sleftv::Data() [682]
                0.00    0.00       1/1           atGet(sleftv*, char const*, int) [769]
-----------------------------------------------
                0.00   87.69       1/1           jjSTD(sleftv*, sleftv*) [10]
[11]    99.8    0.00   87.69       1         kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
                0.03   87.66       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
                0.00    0.00       1/1           id_HomIdeal(sip_sideal*, sip_sideal*, ip_sring*) [90]
                0.00    0.00       1/1           skStrategy::~skStrategy() [127]
                0.00    0.00       1/2           idIs0(sip_sideal*) [701]
                0.00    0.00       1/3098        operator new(unsigned long) [634]
                0.00    0.00       1/1           skStrategy::skStrategy() [788]
                0.00    0.00       1/1           id_RankFreeModule(sip_sideal*, ip_sring*, ip_sring*) [759]
                0.00    0.00       1/3098        operator delete(void*) [633]
                0.00    0.00       1/1           pRestoreDegProcs(ip_sring*, long (*)(spolyrec*, ip_sring*), long (*)(spolyrec*, int*, ip_sring*)) [758]
-----------------------------------------------
                0.03   87.66       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
[12]    99.8    0.03   87.66       1         bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
                0.40   81.31    7026/7026        redHomog(sLObject*, skStrategy*) [13]
                0.00    5.20    1182/1182        redtailBba(sLObject*, int, skStrategy*, int, int) [19]
                0.00    0.46    1182/1182        enterpairs(spolyrec*, int, int, int, skStrategy*, int) [24]
                0.00    0.10    7018/7018        ksCreateSpoly(sLObject*, spolyrec*, int, ip_sring*, spolyrec*, spolyrec*, sTObject**) [32]
                0.00    0.07    1182/1182        sLObject::GetP(omBin_s*) [35]
                0.00    0.06       1/1           exitBuchMora(skStrategy*) [38]
                0.02    0.00    7018/7018        kCheckSpolyCreation(sLObject*, skStrategy*, spolyrec*&, spolyrec*&) [45]
                0.01    0.00    1181/1189        p_Norm(spolyrec*, ip_sring*) [48]
                0.00    0.01    1182/1182        enterT(sLObject, skStrategy*, int) [52]
                0.00    0.01       1/1           skeleton::common_initialization(unsigned long) [70]
                0.00    0.01       1/1           kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [71]
                0.00    0.00       1/1           skeleton::~skeleton() [75]
                0.00    0.00       1/1           std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_erase(std::_Rb_tree_node<ray>*) [78]
                0.00    0.00       1/1           initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
                0.00    0.00    1182/1190        initEcartBBA(sLObject*) [85]
                0.00    0.00     351/6876988     omFreeToPageFault [28]
                0.00    0.00    1174/7778612     ndDelete(snumber**, n_Procs_s*) [55]
                0.00    0.00       8/8           p_Delete(spolyrec**, ip_sring*, ip_sring*) [98]
                0.00    0.00    1182/1182        enterSBba(sLObject, int, skStrategy*, int) [100]
                0.00    0.00    1182/1182        posInS(skStrategy*, int, spolyrec*, int) [637]
                0.00    0.00       1/1           skeleton::skeleton(unsigned long) [793]
                0.00    0.00       1/1           initBuchMoraCrit(skStrategy*) [757]
                0.00    0.00       1/1           initBuchMoraPos(skStrategy*) [754]
                0.00    0.00       1/1           initHilbCrit(sip_sideal*, sip_sideal*, intvec**, skStrategy*) [746]
                0.00    0.00       1/1           initBba(sip_sideal*, skStrategy*) [772]
                0.00    0.00       1/2           idIs0(sip_sideal*) [701]
                0.00    0.00       1/1           kStratInitChangeTailRing(skStrategy*) [766]
-----------------------------------------------
                0.40   81.31    7026/7026        bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[13]    93.0    0.40   81.31    7026         redHomog(sLObject*, skStrategy*) [13]
                0.99   74.41 6146982/6458724     ksReducePoly(sLObject*, sTObject*, spolyrec*, snumber**, skStrategy*) [14]
                4.95    0.00 6148163/6148163     kFindDivisibleByInT(sTObject* const&, unsigned long const*, int, sLObject const*, int) [20]
                0.96    0.00 6148163/7200161     p_GetShortExpVector(spolyrec*, ip_sring*) [21]
                0.00    0.00      43/6876988     omFreeToPageFault [28]
-----------------------------------------------
                0.05    3.77  311742/6458724     redtailBba(sLObject*, int, skStrategy*, int, int) [19]
                0.99   74.41 6146982/6458724     redHomog(sLObject*, skStrategy*) [13]
[14]    90.2    1.04   78.19 6458724         ksReducePoly(sLObject*, sTObject*, spolyrec*, snumber**, skStrategy*) [14]
                0.39   76.84 6458724/6465742     kBucket_Minus_m_Mult_p(kBucket*, spolyrec*, spolyrec*, int*, spolyrec*) [15]
