Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       1/1           iiLoadLIB(_IO_FILE*, char const*, char const*, idrec*, int, int) [3]
[110]    0.0    0.00    0.00       1         yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
                0.00    0.00      52/57          enterid(char const*, int, int, idrec**, int, int) [116]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00     338/338         copy_string(lp_modes) [643]
                0.00    0.00      31/31          iiInitSingularProcinfo(procinfo*, char const*, char const*, int, long, int) [663]
                0.00    0.00      10/12          myfread(void*, unsigned long, unsigned long, _IO_FILE*) [669]
                0.00    0.00       9/9           yy_get_previous_state() [671]
                0.00    0.00       1/1           make_version(char*, int) [747]
                0.00    0.00       1/1           yylprestart(_IO_FILE*) [743]
                0.00    0.00       1/1           yylpwrap [161]
                0.00    0.00       1/1           yylp_create_buffer(_IO_FILE*, int) [762]
-----------------------------------------------
                0.00    0.00     228/228         iiInitCmdName() [113]
[111]    0.0    0.00    0.00     228         iiArithFindCmd(char const*) [111]
                0.00    0.00       2/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00       2/2           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[112]    0.0    0.00    0.00       2         _omGetSpecBin [112]
                0.00    0.00       2/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       2/2           _omFindInSortedList [708]
                0.00    0.00       2/2           _omInsertInSortedList [709]
-----------------------------------------------
                0.00    0.00       1/1           iiInitArithmetic() [114]
[113]    0.0    0.00    0.00       1         iiInitCmdName() [113]
                0.00    0.00     228/228         iiArithFindCmd(char const*) [111]
                0.00    0.00       7/7           iiArithAddCmd(char const*, short, short, short, short) [679]
                0.00    0.00       1/4           omAlloc0Large [147]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[114]    0.0    0.00    0.00       1         iiInitArithmetic() [114]
                0.00    0.00       1/1           iiInitCmdName() [113]
-----------------------------------------------
                                                 <spontaneous>
[115]    0.0    0.00    0.00                 Print [115]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       1/6876988     omFreeToPageFault [28]
                0.00    0.00       1/1           PrintS [155]
-----------------------------------------------
                0.00    0.00       1/57          yyparse() [7]
                0.00    0.00       1/57          iiLibCmd(char*, int, int, int) [2]
                0.00    0.00       1/57          siInit(char*) [1]
                0.00    0.00       2/57          iiDeclCommand(sleftv*, sleftv*, int, int, idrec**, int, int) [131]
                0.00    0.00      52/57          yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[116]    0.0    0.00    0.00      57         enterid(char const*, int, int, idrec**, int, int) [116]
                0.00    0.00      57/57          idrec::set(char const*, int, int, int) [117]
-----------------------------------------------
                0.00    0.00      57/57          enterid(char const*, int, int, idrec**, int, int) [116]
[117]    0.0    0.00    0.00      57         idrec::set(char const*, int, int, int) [117]
                0.00    0.00      35/35          idrecDataInit(int) [119]
                0.00    0.00       2/4           idInit(int, int) [120]
-----------------------------------------------
                0.00    0.00       1/36          idSkipZeroes(sip_sideal*) [132]
                0.00    0.00      35/36          enterSBba(sLObject, int, skStrategy*, int) [100]
[118]    0.0    0.00    0.00      36         pEnlargeSet(spolyrec***, int, int) [118]
                0.00    0.00       1/6876988     omFreeToPageFault [28]
                0.00    0.00      35/328         omDoRealloc [109]
                0.00    0.00      34/322         omReallocLarge [136]
-----------------------------------------------
                0.00    0.00      35/35          idrec::set(char const*, int, int, int) [117]
[119]    0.0    0.00    0.00      35         idrecDataInit(int) [119]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00       1/4           iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00       1/4           initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
                0.00    0.00       2/4           idrec::set(char const*, int, int, int) [117]
[120]    0.0    0.00    0.00       4         idInit(int, int) [120]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00       1/2           rInit(sleftv*, sleftv*, sleftv*) [72]
                0.00    0.00       1/2           siInit(char*) [1]
[121]    0.0    0.00    0.00       2         nInitChar(n_coeffType, void*) [121]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       1/1           nlCoeffIsEqual(n_Procs_s*, n_coeffType, void*) [751]
                0.00    0.00       1/1           npInitChar(n_Procs_s*, void*) [736]
                0.00    0.00       1/1           nlInitChar(n_Procs_s*, void*) [735]
                0.00    0.00       1/319882      npInit(long, n_Procs_s*) [621]
-----------------------------------------------
                0.00    0.00       1/1           newBuffer(char*, feBufferTypes, procinfo*, int) [125]
[122]    0.0    0.00    0.00       1         myynewbuffer() [122]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       1/12          omAllocLarge [145]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[123]    0.0    0.00    0.00       1         slStandardInit() [123]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00       1/1           iiPStart(idrec*, sleftv*) [5]
[124]    0.0    0.00    0.00       1         iiGetLibProcBuffer(procinfo*, int) [124]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       2/12          myfread(void*, unsigned long, unsigned long, _IO_FILE*) [669]
                0.00    0.00       1/3           feFopen(char const*, char const*, char*, short, short) [692]
                0.00    0.00       1/1           iiProcArgs(char*, int) [732]
-----------------------------------------------
                0.00    0.00       1/1           iiAllStart(procinfo*, char*, feBufferTypes, int) [6]
[125]    0.0    0.00    0.00       1         newBuffer(char*, feBufferTypes, procinfo*, int) [125]
                0.00    0.00       1/1           myynewbuffer() [122]
                0.00    0.00       1/3098        operator new(unsigned long) [634]
-----------------------------------------------
                0.00    0.00       1/1           iiMake_proc(idrec*, sip_package*, sleftv*) [4]
[126]    0.0    0.00    0.00       1         iiCheckNest() [126]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
[127]    0.0    0.00    0.00       1         skStrategy::~skStrategy() [127]
                0.00    0.00       1/6876988     omFreeToPageFault [28]
                0.00    0.00       1/2           omMergeStickyBinIntoBin [152]
                0.00    0.00       1/1           rKillModifiedRing(ip_sring*) [761]
-----------------------------------------------
                0.00    0.00       8/72716       initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
                0.00    0.00    7074/72716       kMergeBintoL(skStrategy*) [77]
                0.00    0.00   65634/72716       enterOnePairNormal(int, spolyrec*, int, int, skStrategy*, int) [26]
[128]    0.0    0.00    0.00   72716         enterL(sLObject**, int*, int*, sLObject, int) [128]
                0.00    0.00      23/166         _omReallocSize [106]
                0.00    0.00      23/328         omDoRealloc [109]
                0.00    0.00      23/322         omReallocLarge [136]
-----------------------------------------------
                0.00    0.00       5/5           skeleton::common_initialization(unsigned long) [70]
[129]    0.0    0.00    0.00       5         std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&) [129]
                0.00    0.00      20/3066        constraint::constraint(constraint const&) [95]
                0.00    0.00      15/3391        operator delete[](void*) [630]
                0.00    0.00      15/3147        constraint::~constraint() [632]
                0.00    0.00       5/3098        operator new(unsigned long) [634]
                0.00    0.00       4/3098        operator delete(void*) [633]
-----------------------------------------------
                0.00    0.00       2/2           yyparse() [7]
[130]    0.0    0.00    0.00       2         iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00       1/4           idInit(int, int) [120]
                0.00    0.00      12/133         sleftv::Typ() [646]
                0.00    0.00      11/122         sleftv::CleanUp(ip_sring*) [647]
                0.00    0.00       8/8           iiTestConvert(int, int, sConvertTypes*) [673]
                0.00    0.00       8/8           iiConvert(int, int, int, sleftv*, sleftv*, sConvertTypes*) [677]
                0.00    0.00       8/109         sleftv::CopyD(int) [649]
                0.00    0.00       8/739074      p_Normalize(spolyrec*, ip_sring*) [618]
                0.00    0.00       4/8           sleftv::listLength() [678]
                0.00    0.00       2/2           at_KillAll(idrec*, ip_sring*) [695]
                0.00    0.00       1/6           sleftv::Data() [682]
                0.00    0.00       1/1           exprlist_length(sleftv*) [752]
                0.00    0.00       1/2           id_Delete(sip_sideal**, ip_sring*) [702]
                0.00    0.00       1/2           sleftv::LData() [706]
                0.00    0.00       1/1           jiAssign_1(sleftv*, sleftv*) [779]
-----------------------------------------------
                0.00    0.00       2/2           yyparse() [7]
[131]    0.0    0.00    0.00       2         iiDeclCommand(sleftv*, sleftv*, int, int, idrec**, int, int) [131]
                0.00    0.00       2/57          enterid(char const*, int, int, idrec**, int, int) [116]
                0.00    0.00       2/122         sleftv::CleanUp(ip_sring*) [647]
-----------------------------------------------
                0.00    0.00       1/1           jjSTD(sleftv*, sleftv*) [10]
[132]    0.0    0.00    0.00       1         idSkipZeroes(sip_sideal*) [132]
                0.00    0.00       1/36          pEnlargeSet(spolyrec***, int, int) [118]
-----------------------------------------------
[133]    0.0    0.00    0.00       5+8       <cycle 1 as a whole> [133]
                0.00    0.00       7+1           feInitResource(feResourceConfig_s*, int) <cycle 1> [680]
                0.00    0.00       6             feSprintf(char*, char const*, int) <cycle 1> [681]
-----------------------------------------------
                0.00    0.00   24875/24875       omFreeToPageFault [28]
[134]    0.0    0.00    0.00   24875         omFreeBinPages [134]
                0.00    0.00      31/31          omVfreeToSystem [142]
                0.00    0.00      31/31          omFreeSizeToSystem [141]
-----------------------------------------------
                0.00    0.00      20/342         omAllocNewBinPagesRegion [139]
                0.00    0.00     322/342         omReallocLarge [136]
[135]    0.0    0.00    0.00     342         omReallocSizeFromSystem [135]
-----------------------------------------------
                0.00    0.00      23/322         enterL(sLObject**, int*, int*, sLObject, int) [128]
                0.00    0.00      29/322         enterSBba(sLObject, int, skStrategy*, int) [100]
                0.00    0.00      33/322         enterT(sLObject, skStrategy*, int) [52]
                0.00    0.00      34/322         pEnlargeSet(spolyrec***, int, int) [118]
                0.00    0.00      73/322         kMergeBintoL(skStrategy*) [77]
                0.00    0.00     130/322         omRealloc0Large [137]
[136]    0.0    0.00    0.00     322         omReallocLarge [136]
                0.00    0.00     322/342         omReallocSizeFromSystem [135]
-----------------------------------------------
                0.00    0.00      62/130         enterSBba(sLObject, int, skStrategy*, int) [100]
                0.00    0.00      68/130         enterT(sLObject, skStrategy*, int) [52]
[137]    0.0    0.00    0.00     130         omRealloc0Large [137]
                0.00    0.00     130/322         omReallocLarge [136]
-----------------------------------------------
                0.00    0.00       4/71          omAlloc0Large [147]
                0.00    0.00      14/71          omAllocLarge [145]
                0.00    0.00      53/71          omAllocNewBinPagesRegion [139]
[138]    0.0    0.00    0.00      71         omAllocFromSystem [138]
-----------------------------------------------
                0.00    0.00      52/52          omAllocBinPage [34]
[139]    0.0    0.00    0.00      52         omAllocNewBinPagesRegion [139]
                0.00    0.00      53/71          omAllocFromSystem [138]
                0.00    0.00      52/52          _omVallocFromSystem [656]
                0.00    0.00      20/342         omReallocSizeFromSystem [135]
-----------------------------------------------
                0.00    0.00      52/52          _omVallocFromSystem [656]
[140]    0.0    0.00    0.00      52         omVallocMmap [140]
-----------------------------------------------
                0.00    0.00      31/31          omFreeBinPages [134]
[141]    0.0    0.00    0.00      31         omFreeSizeToSystem [141]
-----------------------------------------------
                0.00    0.00      31/31          omFreeBinPages [134]
[142]    0.0    0.00    0.00      31         omVfreeToSystem [142]
-----------------------------------------------
                0.00    0.00      30/30          GetDynamicProc(char const*, p_Proc, p_Field, p_Length, p_Ord) [101]
[143]    0.0    0.00    0.00      30         dynl_sym [143]
-----------------------------------------------
                0.00    0.00       1/15          feReadLine(char*, int) [665]
                0.00    0.00       2/15          rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
                0.00    0.00      12/15          omDoRealloc [109]
[144]    0.0    0.00    0.00      15         omSizeOfAddr [144]
-----------------------------------------------
                0.00    0.00       1/12          myynewbuffer() [122]
                0.00    0.00       2/12          initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
                0.00    0.00       3/12          feReadLine(char*, int) [665]
                0.00    0.00       6/12          omDoRealloc [109]
[145]    0.0    0.00    0.00      12         omAllocLarge [145]
                0.00    0.00      14/71          omAllocFromSystem [138]
-----------------------------------------------
                0.00    0.00       2/12          exitVoice() [687]
                0.00    0.00       2/12          rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
                0.00    0.00       8/12          exitBuchMora(skStrategy*) [38]
[146]    0.0    0.00    0.00      12         omFreeLarge [146]
-----------------------------------------------
                0.00    0.00       1/4           iiInitCmdName() [113]
                0.00    0.00       1/4           initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
                0.00    0.00       2/4           rOrd_is_WeightedDegree_Ordering(ip_sring*) [51]
[147]    0.0    0.00    0.00       4         omAlloc0Large [147]
                0.00    0.00       4/71          omAllocFromSystem [138]
-----------------------------------------------
                0.00    0.00       2/2           m2_end [183]
[148]    0.0    0.00    0.00       2         fe_reset_input_mode [148]
-----------------------------------------------
                0.00    0.00       2/2           omMergeStickyBinIntoBin [152]
[149]    0.0    0.00    0.00       2         omFreeKeptAddrFromBin [149]
-----------------------------------------------
                0.00    0.00       1/2           kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [71]
                0.00    0.00       1/2           skStrategy::skStrategy() [788]
[150]    0.0    0.00    0.00       2         omGetStickyBinOfBin [150]
-----------------------------------------------
                0.00    0.00       2/2           omMergeStickyBinIntoBin [152]
[151]    0.0    0.00    0.00       2         omIsKnownTopBin [151]
-----------------------------------------------
                0.00    0.00       1/2           kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [71]
                0.00    0.00       1/2           skStrategy::~skStrategy() [127]
[152]    0.0    0.00    0.00       2         omMergeStickyBinIntoBin [152]
                0.00    0.00       2/2           _omIsOnList [710]
                0.00    0.00       2/2           omIsKnownTopBin [151]
                0.00    0.00       2/2           omFreeKeptAddrFromBin [149]
                0.00    0.00       2/2           _omRemoveFromList [711]
                0.00    0.00       2/2           omPrintBinStat [153]
-----------------------------------------------
                0.00    0.00       2/2           omMergeStickyBinIntoBin [152]
[153]    0.0    0.00    0.00       2         omPrintBinStat [153]
-----------------------------------------------
                0.00    0.00       2/2           p_mInit(char const*, int&, ip_sring*) [68]
[154]    0.0    0.00    0.00       2         p_Delete__FieldZp_LengthGeneral_OrdGeneral [154]
-----------------------------------------------
                0.00    0.00       1/1           Print [115]
[155]    0.0    0.00    0.00       1         PrintS [155]
-----------------------------------------------
                0.00    0.00       1/1           feReadLine(char*, int) [665]
[156]    0.0    0.00    0.00       1         fe_fgets [156]
-----------------------------------------------
                0.00    0.00       1/1           feInitResource(feResourceConfig_s*, int) <cycle 1> [680]
[157]    0.0    0.00    0.00       1         omFindExec [157]
                0.00    0.00       1/1           omFindExec_link [158]
-----------------------------------------------
                0.00    0.00       1/1           omFindExec [157]
[158]    0.0    0.00    0.00       1         omFindExec_link [158]
-----------------------------------------------
                0.00    0.00       1/1           siInit(char*) [1]
[159]    0.0    0.00    0.00       1         omInitInfo [159]
-----------------------------------------------
                0.00    0.00       1/1           p_Sub(spolyrec*, spolyrec*, ip_sring*) [770]
[160]    0.0    0.00    0.00       1         p_Neg__FieldZp_LengthGeneral_OrdGeneral [160]
-----------------------------------------------
                0.00    0.00       1/1           yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[161]    0.0    0.00    0.00       1         yylpwrap [161]
-----------------------------------------------
                0.00    0.00    1189/6792709     p_Norm(spolyrec*, ip_sring*) [48]
                0.00    0.00   21054/6792709     ksCheckCoeff(snumber**, snumber**, n_Procs_s*) [91]
                0.00    0.00  311742/6792709     redtailBba(sLObject*, int, skStrategy*, int, int) [19]
                0.00    0.00 6458724/6792709     ksReducePoly(sLObject*, sTObject*, spolyrec*, snumber**, skStrategy*) [14]
[615]    0.0    0.00    0.00 6792709         npIsOne(snumber*, n_Procs_s*) [615]
-----------------------------------------------
                0.00    0.00 2484916/2484916     kBucket_Minus_m_Mult_p(kBucket*, spolyrec*, spolyrec*, int*, spolyrec*) [15]
[616]    0.0    0.00    0.00 2484916         npNeg(snumber*, n_Procs_s*) [616]
-----------------------------------------------
                0.00    0.00  955610/955610      p_Norm(spolyrec*, ip_sring*) [48]
[617]    0.0    0.00    0.00  955610         npDiv(snumber*, snumber*, n_Procs_s*) [617]
-----------------------------------------------
                0.00    0.00       8/739074      iiAssign(sleftv*, sleftv*) [130]
                0.00    0.00  739066/739074      redtailBba(sLObject*, int, skStrategy*, int, int) [19]
[618]    0.0    0.00    0.00  739074         p_Normalize(spolyrec*, ip_sring*) [618]
-----------------------------------------------
                0.00    0.00   58616/690953      deleteInL(sLObject*, int*, int, skStrategy*) [84]
                0.00    0.00  632337/690953      enterOnePairNormal(int, spolyrec*, int, int, skStrategy*, int) [26]
[619]    0.0    0.00    0.00  690953         posInL17_c(sLObject*, int, sLObject*, skStrategy*) [619]
-----------------------------------------------
                0.00    0.00   61014/372756      p_Norm(spolyrec*, ip_sring*) [48]
                0.00    0.00  311742/372756      redtailBba(sLObject*, int, skStrategy*, int, int) [19]
[620]    0.0    0.00    0.00  372756         ndNormalize(snumber*&, n_Procs_s*) [620]
-----------------------------------------------
                0.00    0.00       1/319882      nInitChar(n_coeffType, void*) [121]
                0.00    0.00       8/319882      p_One(ip_sring*) [676]
                0.00    0.00    1113/319882      p_Norm(spolyrec*, ip_sring*) [48]
                0.00    0.00    7018/319882      ksCheckCoeff(snumber**, snumber**, n_Procs_s*) [91]
                0.00    0.00  311742/319882      ksReducePoly(sLObject*, sTObject*, spolyrec*, snumber**, skStrategy*) [14]
[621]    0.0    0.00    0.00  319882         npInit(long, n_Procs_s*) [621]
-----------------------------------------------
                0.00    0.00    1280/82896       posInT110(sTObject*, int, sLObject&) [58]
                0.00    0.00    2246/82896       posInS(skStrategy*, int, spolyrec*, int) [637]
                0.00    0.00   79370/82896       posInL110(sLObject*, int, sLObject*, skStrategy*) [46]
[622]    0.0    0.00    0.00   82896         p_Mult_nn(spolyrec*, snumber*, ip_sring*) [622]
-----------------------------------------------
                0.00    0.00   65634/65634       ksCreateShortSpoly(spolyrec*, spolyrec*, ip_sring*) [41]
[623]    0.0    0.00    0.00   65634         nNew(snumber**) [623]
-----------------------------------------------
                0.00    0.00   29194/29194       ksCreateShortSpoly(spolyrec*, spolyrec*, ip_sring*) [41]
[624]    0.0    0.00    0.00   29194         npMult(snumber*, snumber*, n_Procs_s*) [624]
-----------------------------------------------
                0.00    0.00   14597/14597       ksCreateShortSpoly(spolyrec*, spolyrec*, ip_sring*) [41]
[625]    0.0    0.00    0.00   14597         npEqual(snumber*, snumber*, n_Procs_s*) [625]
-----------------------------------------------
                0.00    0.00       8/14094       kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [71]
                0.00    0.00      50/14094       pShallowCopyDelete_General(spolyrec*, ip_sring*, ip_sring*, omBin_s*) [37]
                0.00    0.00   14036/14094       kCheckSpolyCreation(sLObject*, skStrategy*, spolyrec*&, spolyrec*&) [45]
[626]    0.0    0.00    0.00   14094         p_Setm_Dummy(spolyrec*, ip_sring*) [626]
-----------------------------------------------
                0.00    0.00   14036/14036       ksCheckCoeff(snumber**, snumber**, n_Procs_s*) [91]
[627]    0.0    0.00    0.00   14036         ndCopy(snumber*, n_Procs_s*) [627]
-----------------------------------------------
                0.00    0.00       8/8208        p_Delete(spolyrec**, ip_sring*, ip_sring*) [98]
                0.00    0.00    1182/8208        posInT15(sTObject*, int, sLObject&) [87]
                0.00    0.00    7018/8208        ksCreateSpoly(sLObject*, spolyrec*, int, ip_sring*, spolyrec*, spolyrec*, sTObject**) [32]
[628]    0.0    0.00    0.00    8208         kBucketInit(kBucket*, spolyrec*, int) [628]
-----------------------------------------------
                0.00    0.00    7018/7018        ksCheckCoeff(snumber**, snumber**, n_Procs_s*) [91]
[629]    0.0    0.00    0.00    7018         ndGcd(snumber*, snumber*, n_Procs_s*) [629]
-----------------------------------------------
                0.00    0.00       9/3391        skeleton::~skeleton() [75]
                0.00    0.00      10/3391        skeleton::common_initialization(unsigned long) [70]
                0.00    0.00      15/3391        std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&) [129]
                0.00    0.00      81/3391        ray::ray(unsigned long, long) [107]
                0.00    0.00    1222/3391        ray::~ray() [49]
                0.00    0.00    2054/3391        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_erase(std::_Rb_tree_node<constraint>*) [50]
[630]    0.0    0.00    0.00    3391         operator delete[](void*) [630]
-----------------------------------------------
                0.00    0.00       1/3391        skeleton::common_initialization(unsigned long) [70]
                0.00    0.00      18/3391        ray::ray(unsigned long, long) [107]
                0.00    0.00      81/3391        constraint::constraint(unsigned long, long*) [650]
                0.00    0.00     225/3391        ray::ray(ray const&) [92]
                0.00    0.00    3066/3391        constraint::constraint(constraint const&) [95]
[631]    0.0    0.00    0.00    3391         operator new[](unsigned long) [631]
-----------------------------------------------
                0.00    0.00       9/3147        skeleton::~skeleton() [75]
                0.00    0.00       9/3147        skeleton::common_initialization(unsigned long) [70]
                0.00    0.00      15/3147        std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&) [129]
                0.00    0.00      72/3147        ray::ray(unsigned long, long) [107]
                0.00    0.00     988/3147        ray::~ray() [49]
                0.00    0.00    2054/3147        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_erase(std::_Rb_tree_node<constraint>*) [50]
[632]    0.0    0.00    0.00    3147         constraint::~constraint() [632]
-----------------------------------------------
                0.00    0.00       1/3098        s_internalDelete(int, void*, ip_sring*) [690]
                0.00    0.00       1/3098        kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
                0.00    0.00       1/3098        skeleton::~skeleton() [75]
                0.00    0.00       4/3098        exitVoice() [687]
                0.00    0.00       4/3098        std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&) [129]
                0.00    0.00       9/3098        std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_erase(std::_Rb_tree_node<ray>*) [78]
                0.00    0.00      36/3098        std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_erase(std::_Rb_tree_node<edge>*) [76]
                0.00    0.00     988/3098        ray::~ray() [49]
                0.00    0.00    2054/3098        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_erase(std::_Rb_tree_node<constraint>*) [50]
[633]    0.0    0.00    0.00    3098         operator delete(void*) [633]
-----------------------------------------------
                0.00    0.00       1/3098        newBuffer(char*, feBufferTypes, procinfo*, int) [125]
                0.00    0.00       1/3098        newFile(char*, _IO_FILE*) [2401]
                0.00    0.00       1/3098        yyparse() [7]
                0.00    0.00       1/3098        kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
                0.00    0.00       2/3098        feInitStdin(Voice*) [739]
                0.00    0.00       5/3098        std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&) [129]
                0.00    0.00       9/3098        std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_insert_unique(ray const&) [99]
                0.00    0.00      36/3098        std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_insert_unique(edge const&) [96]
                0.00    0.00     117/3098        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_insert_unique(constraint const&) [105]
                0.00    0.00    2925/3098        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*) [93]
[634]    0.0    0.00    0.00    3098         operator new(unsigned long) [634]
-----------------------------------------------
                0.00    0.00      31/1217        std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_insert_unique(ray const&) [99]
                0.00    0.00      72/1217        edge::edge(ray const&, ray const&) [94]
                0.00    0.00     285/1217        std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_insert_unique(edge const&) [96]
                0.00    0.00     829/1217        operator<(edge const&, edge const&) [641]
[635]    0.0    0.00    0.00    1217         operator<(ray const&, ray const&) [635]
-----------------------------------------------
                0.00    0.00    1182/1182        enterT(sLObject, skStrategy*, int) [52]
[636]    0.0    0.00    0.00    1182         p_GetMaxExpP(spolyrec*, ip_sring*) [636]
-----------------------------------------------
                0.00    0.00    1182/1182        bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[637]    0.0    0.00    0.00    1182         posInS(skStrategy*, int, spolyrec*, int) [637]
                0.00    0.00    2246/82896       p_Mult_nn(spolyrec*, snumber*, ip_sring*) [622]
-----------------------------------------------
                0.00    0.00    1182/1182        redtailBba(sLObject*, int, skStrategy*, int, int) [19]
[638]    0.0    0.00    0.00    1182         sTObject::GetLmCurrRing() [638]
-----------------------------------------------
                0.00    0.00     590/590         operator<(constraint const&, constraint const&) [640]
[639]    0.0    0.00    0.00     590         operator==(constraint const&, constraint const&) [639]
-----------------------------------------------
                0.00    0.00     590/590         std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_insert_unique(constraint const&) [105]
[640]    0.0    0.00    0.00     590         operator<(constraint const&, constraint const&) [640]
                0.00    0.00     590/590         operator==(constraint const&, constraint const&) [639]
-----------------------------------------------
                0.00    0.00     450/450         std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_insert_unique(edge const&) [96]
[641]    0.0    0.00    0.00     450         operator<(edge const&, edge const&) [641]
                0.00    0.00     829/1217        operator<(ray const&, ray const&) [635]
-----------------------------------------------
                0.00    0.00      60/339         syMake(sleftv*, char const*, idrec*) [66]
                0.00    0.00     279/339         p_Read(char const*, spolyrec*&, ip_sring*) [67]
[642]    0.0    0.00    0.00     339         r_IsRingVar(char const*, char**, int) [642]
-----------------------------------------------
                0.00    0.00     338/338         yylplex(char const*, char const*, lib_style_types*, idrec*, int, lp_modes) [110]
[643]    0.0    0.00    0.00     338         copy_string(lp_modes) [643]
-----------------------------------------------
                0.00    0.00     225/225         p_Read(char const*, spolyrec*&, ip_sring*) [67]
[644]    0.0    0.00    0.00     225         eati(char const*, int*) [644]
-----------------------------------------------
                0.00    0.00     166/166         yyparse() [7]
[645]    0.0    0.00    0.00     166         yylex(MYYSTYPE*) [645]
                0.00    0.00      57/57          IsCmd(char const*, int&) [653]
                0.00    0.00      51/51          blackboxIsCmd(char const*, int&) [657]
                0.00    0.00      30/30          yy_get_next_buffer() [666]
                0.00    0.00      27/27          yy_get_previous_state() [667]
                0.00    0.00       3/4           exitVoice() [687]
                0.00    0.00       2/5           yyrestart(_IO_FILE*) [683]
-----------------------------------------------
